dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat_ap_ch.domain;dcat_ap_ch.rights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.jahre;custom.publizierende-organisation;custom.tags;datasetid
;;Stadt St.Gallen, Geomatik und Vermessung;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;täglich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Trottoirs in der Stadt St.Gallen;Der Datensatz zeigt die Trottoirs der Stadt St.Gallen aus dem Grundbuchplan amtliche Vermessung;Raum und Umwelt,Mobilität und Verkehr;Fussgänger,Gehweg,Bürgersteig,Fussweg,Strassen;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T12:31:06+00:00;;;2024-03-20T05:31:00.613000+00:00;2024-03-20T05:31:00.731000+00:00;;;;Polygon;"{""coordinates"": [[[9.435136914253235, 47.45218922384083], [9.29169430397451, 47.45218922384083], [9.29169430397451, 47.396135833114386], [9.435136914253235, 47.396135833114386], [9.435136914253235, 47.45218922384083]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=sg_basisplan_f;752;;;;;;;False;;stgallen;;;opendata.swiss;basisplan
2019-10-22;2022-08-25;Tiefbauamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;vierteljährlich;;Juli 2011 - August 2019;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Velozählungen Stadt St.Gallen (Tagesaggregation);"<p>Seit dem Jahr 2011 zählt die Stadt St.Gallen Velofahrer an verschiedenen Zählstellen in der Stadt. Die Zahlen beziehen sich auf die Anzahl Velofahrer pro Tag in beide Richtungen. Stündliche Messwerte finden Sie unter folgendem Datensatz: <a href=""https://daten.stadt.sg.ch/explore/dataset/velozahlungen-stadt-stgallen/"" target=""_blank"">https://daten.stadt.sg.ch/explore/dataset/velozahlungen-stadt-stgallen/</a></p>";Mobilität und Verkehr;Velo,Verkehr,Velodaten,Tagesaggregation;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-12-05T13:39:40.645000+00:00;False;True;2023-12-05T13:39:40.645000+00:00;2023-12-05T13:39:40.711000+00:00;ch_80_3203;True;St. Gallen;Point;"{""coordinates"": [[[9.420322570949793, 47.450226726941764], [9.323999918997288, 47.450226726941764], [9.323999918997288, 47.40376998670399], [9.420322570949793, 47.40376998670399], [9.420322570949793, 47.450226726941764]]], ""type"": ""Polygon""}";Tiefbauamt, Stadt St.Gallen;;48489;;;;;;;False;;stgallen;2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021;;opendata.swiss;velozahlungen-stadt-stgallen-tagesaggregation
2019-05-23;2019-09-05;Betreibungsamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;unregelmässig;;2005 - 2018;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Erträgnisse zugunsten Gläubiger Stadt St.Gallen (2005-2018);<p>Erträgnisse zugunsten Gläubiger der Stadt St.Gallen (in Mio, Jahre 2005-2018)</p>;Finanzen,Arbeit, Erwerb;Schulden,Verpflichtung,Rechnung;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2019-05-23T15:54:59+00:00;False;False;2019-05-23T15:56:27.837000+00:00;2023-12-21T10:20:53.709000+00:00;ch_80_3203;True;St. Gallen;;;Betreibungsamt Stadt St.Gallen;;14;;;;;;;False;;stgallen;;;opendata.swiss;ertragnisse-zugunsten-glaubiger-mio-stadt-stgallen
2019-06-25;2019-10-28;Stadtkanzlei, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;unregelmässig;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Aktenplan Stadt St.Gallen;<p>Der Datensatz zeigt die Aktenplannummer und den dazugehörigen Titel mit der entsprechenden hierarchischen Gliederung.</p>;Verwaltung;Dokumente,Organisation,Akten;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2019-06-25T13:11:50+00:00;False;False;2023-12-05T13:53:49.207000+00:00;2023-12-05T13:53:49.259000+00:00;ch_80_3203;True;St. Gallen;;;Stadtkanzlei, Stadt St.Gallen;;2212;;;;;;;False;;stgallen;;;opendata.swiss;aktenplan-stadt-stgallen
;;;;;;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Swisscom Shops St.Gallen;<div>This API returns basic data of all Swisscom shops.</div><div>Swisscom shops extend our customer service with a physical presence and points of sale in frequented areas (malls, shopping streets, train stations etc.) all over Switzerland and Liechtenstein.</div><div>Our Shops API covers all Swisscom-owned shops and certified retail partners (e.g. consumer electronics, store-in-store, etc.) with read-only access to all there is to know:</div><ul> <li>Basic data: name, address, phone number, fax</li><li>Location: geographic coordinates for map positioning</li></ul>;Soziale Sicherheit;Dienstleistungen,Shops;;;de;de;;2018-03-20T15:52:44+00:00;False;False;2023-10-26T03:55:37.894000+00:00;2024-03-20T02:10:44.773000+00:00;world_ch;False;Switzerland;Point;"{""coordinates"": [[[9.419372817501426, 47.44349291548133], [9.29099508561194, 47.44349291548133], [9.29099508561194, 47.39903232548386], [9.419372817501426, 47.39903232548386], [9.419372817501426, 47.44349291548133]]], ""type"": ""Polygon""}";Swisscom (Schweiz) AG;;87;;;;;;;True;;stgallen;;;;swisscom-shops
2021-01-05;2021-01-05;Finanzen, Stadt St.Gallen;OGD-Koordinationsstelle St.Gallen;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;jährlich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Budget 2021 der Stadt St.Gallen nach Institutioneller Gliederung (English Data);"<p>Der Datensatz zeigt das Budget 2021 der Stadt St.Gallen nach Institutioneller Gliederung. Ebenfalls enthalten sind die Rechnung 2019, das Budget 2020, sowie die Abweichung zum Budget 2021. Eine klickbare Visualisierung des Budgets finden Sie im Tab ""Klickbares Budget"".</p>";Finanzen;Budget,Rechnung,Direktionen,Dienststellen,Haushalt;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de,en;;2023-12-05T13:41:10.696000+00:00;True;True;2021-03-11T09:09:36.036000+00:00;2023-12-05T13:41:14.440000+00:00;ch_80_3203;True;St. Gallen;;;Finanzen, Stadt St.Gallen;https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/finanzen.html;1782;;;;;;;False;;stgallen;2019,2020,2021;;opendata.swiss;budget-2021-stadt-stgallen-institutionelle-gliederung-english-data
2022-03-17;2020-06-07;Bundesamt für Strassen ASTRA;;gerhard.schuwerk@astra.admin.ch;gerhard.schuwerk@astra.admin.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Strassenverkehrsunfallorte Stadt St.Gallen;Der Datensatz der Strassenverkehrsunfallorte beschreibt die anonymisierten, lokalisierten Einzeldaten von Strassenverkehrsunfällen. Verfügbar sind Angaben zur Art und Schwere des Unfalls, dem Unfallzeitpunkt und dem Ort und der Strassenart des Unfalls. Die Strassenverkehrsunfallorte sind ab dem Statistik Jahr 2011 schweizweit im vorliegenden Modell verfügbar. Die Daten eines Kalenderjahres sind jeweils im Frühjahr des darauffolgenden Jahres verfügbar. Digitale Einzeldaten in unterschiedlichen Ausprägungen liegen jedoch seit 1992 vor.;Regionen und Städte,Verkehr;geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,unfall,velo,fussgänger,motorad,Auto,strassen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-12-16T05:00:58+00:00;;;2024-03-20T05:33:29.276000+00:00;2024-03-20T05:33:31.001000+00:00;;;;Point;"{""coordinates"": [[[9.430981334298849, 47.45129039045423], [9.29334201849997, 47.45129039045423], [9.29334201849997, 47.39636512007564], [9.430981334298849, 47.39636512007564], [9.430981334298849, 47.45129039045423]]], ""type"": ""Polygon""}";Bundesamt für Strassen;"http://www.unfalldaten.ch, https://data.geo.admin.ch/ch.astra.unfaelle-personenschaeden_alle;https://geo.ld.admin.ch/data/roadTrafficAccidents";2237;;;;;;;True;;stgallen;;;;strassenverkehrsunfallorte
;;Stadt St.Gallen, Tiefbauamt;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;Änderungen werden laufen aktualisiert;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Liniennetz VBSG Stadt St.Gallen (grafisch);Darstellung der Liniennetze des öff. Verkehrs;Mobilität und Verkehr;ÖV,Öffentlicher Verkehr,Bus,Linie;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T12:31:08+00:00;;;2024-03-20T05:31:00.444000+00:00;2024-03-20T05:31:00.561000+00:00;;;;LineString,MultiLineString;"{""coordinates"": [[[9.421090604737401, 47.465660073794425], [9.300267146900296, 47.465660073794425], [9.300267146900296, 47.40002004895359], [9.421090604737401, 47.40002004895359], [9.421090604737401, 47.465660073794425]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=oev_vbsg;44;;;;;;;False;;stgallen;;;opendata.swiss;ov-vbsg
2020-05-27;2021-08-13;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;täglich;;Real-Time Data;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Passantenfrequenz Vadianstrasse, Stadt St.Gallen (Höhe St.Galler Stadtwerke, Tagesaggregation);"<span style=""font-size: 12.495px;"">Die Stadt St.Gallen </span><span style=""font-size: 12.495px;"">verfügt an der Vadianstrasse (Höhe St.Galler Stadtwerke) über einen Sensor, der die Anzahl vorbeigehender Fussgänger misst. Dieser Datensatz zeigt die Anzahl Personen von rechts (Neumarkt) und links (Multergasse) kommend, sowie deren Summe. In diesem Datensatz werden die Sensormesswerte auf Tagesbasis aggregiert, weshalb der Datensatz täglich aktualisiert wird.</span>";Mobilität und Verkehr;Fussgänger,Real-Time,Sensor,Passanten,Aggregation;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2024-03-20T01:00:08.049000+00:00;True;True;2024-03-20T01:00:08.049000+00:00;2024-03-20T01:00:08.164000+00:00;ch_80_3203;True;St. Gallen;;;St.Galler Stadtwerke (sgsw);;1754;;;;;;;False;;stgallen;2019,2020,2021;;opendata.swiss;fussganger-stgaller-innenstadt-vadianstrasse-tagesaggregation
2021-07-28;2022-03-11;Standortförderung, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;monatlich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Passantenfrequenz St.Galler Innenstadt (Multergasse);"<p>In der Multergasse, der zentralen Einkaufsstrasse der Stadt St.Gallen, befindet sich seit 2020 ein Sensor der Firma <a href=""http://hystreet.com"" target=""_blank"">hystreet</a>, welcher die Frequenz des Passantenaufkommens erfasst. Der Datensatz zeigt das Passantenaufkommen auf Tagesbasis. Weitere, stündliche Visualisierungsmöglichkeiten finden Sie unter <a href=""https://hystreet.com/locations/298"" target=""_blank"">https://hystreet.com/locations/298</a></p>";Mobilität und Verkehr;Fussgänger,Verkehr,Langsamverkehr,Passanten,Sensor,Standortförderung;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2024-02-01T08:49:41.225000+00:00;True;True;2024-02-01T08:49:41.225000+00:00;2024-02-01T08:49:41.332000+00:00;ch_80_3203;True;St. Gallen;;;Standortförderung, Stadt St.Gallen;https://hystreet.com/locations/298;1260;hystreet.com;;;;;;False;;stgallen;;;opendata.swiss;fussganger-stgaller-innenstadt-multergasse
2023-01-03;2023-01-03;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;monthly;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Gas- und Fernwärmepreise der St.Galler Stadtwerke im Vergleich zum Ölpreis;"<p class=""MsoListParagraph"">Anhand dieser Datensätze können Sie verschiedene
Energieträger resp. -produkte (Gas- und Fernwärme) der St.Galler Stadtwerke
beliebig mit dem Ölpreis am Lieferstandort der Stadt St.Gallen und den
gasversorgten Gebieten (Abtwil, Arbon, Horn, Mörschwil, Steinach und Rorschach)
miteinander vergleichen. Damit dieser Preisvergleich auch korrekt durchgeführt
werden kann, sind bei den Energieträgern alle Kostenbestandteile (z.B. Grund-
und Arbeitspreise) inkl. der CO2-Abgabe und der Mehrwertsteuer eingerechnet. Sie
können somit beliebige Energieträger in verschiedenen Zeitreihen miteinander
vergleichen.<o:p></o:p></p>";Energie;Erdgas,Gas,Fernwärme,Biogas,Gaspreis;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-01-04T10:38:04+00:00;False;False;2024-03-19T23:00:56.857000+00:00;2024-03-19T23:00:56.964000+00:00;;False;;;;St.Galler Stadtwerke (sgsw);https://www.sgsw.ch/home/gas.html;6376;;;;;;;False;;stgallen;ab 1966;;opendata.swiss;gas-und-fernwaermepreise-der-stgaller-stadtwerke
2022-11-10;2022-11-10;OGD-Koordinationsstelle St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;[Arbeitsversion] Dienstleistungübersicht Stadt St.Gallen (Stand 2022);<p>Der Datensatz zeigt eine Arbeitsversion einer Übersicht über sämtliche Dienstleistungen, welche die Stadt St.Gallen gegenüber Ihren Kundinnen und Kunden erbringt. Ziel ist es, dass die Dienstleistungen durch Open Data besser auffindbar und durchsuchbar werden und an verschiedenen Orten einer Customer Journey integriert werden kann.</p><p>Am Open Data Hack 2022 ist der Datensatz Grundlage einer Challenge, die sich mit dem Ausbau der Informationen und der Visualisierung einer solchen Dienstleistungsübersicht beschäftigt, weshalb der Datensatz bereits als Arbeitsversion veröffentlicht wurde.</p>;Verwaltung;Dienstleistungen,Services,Smart Government,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-12-12T15:16:37.235000+00:00;True;True;2023-07-25T11:34:21.436000+00:00;2023-12-12T15:16:42.817000+00:00;;False;;;;OGD-Koordinationsstelle St.Gallen;;328;;;;;;;False;;stgallen;;;;uebersicht-dienstleistungen-stadt-st-gallen-arbeitsversion
;;Entsorgung St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;täglich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Sperrgutmarken Verkauf Stadt St.Gallen;Verkaufsstellen von Gebührenmarken für Sperrgut;Raum und Umwelt;;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T12:31:05+00:00;;;2024-03-20T05:30:32.830000+00:00;2024-03-20T05:30:32.928000+00:00;;;;Point;;Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=Sperrgutmarken;34;;;;;;;False;;stgallen;;;opendata.swiss;sperrgutmarken-verkauf
2019-10-27;2019-11-11;Tiefbauamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata.stadt.sg.ch;jährlich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Verkehrszählung MIV Stadt St.Gallen (2018-2022);"<div>Das Tiefbauamt der Stadt St.Gallen zählt den Motorisierten Individualverkehr (MIV) an verschiedenen Orten der Stadt. Dieser Datensatz zeigt die MIV-Verkehrsdaten aus sämtlichen städtischen Zählstellen und wird jährlich aktualisiert.</div><div><br/></div><div>Die Daten der Zählstellen wurden vom Tiefbauamt bereits plausibilisiert. Die Richtungsnummer (RI) kann aus den Detailplänen der Zählstellen herausgelesen werden: <a href=""https://daten.stadt.sg.ch/explore/dataset/detailplane-und-geokoordinaten-miv-zahlstellen-stadt-stgallen"" target=""_blank"">https://daten.stadt.sg.ch/explore/dataset/detailplane-und-geokoordinaten-miv-zahlstellen-stadt-stgallen</a></div><div><br/></div><div><span style=""font-size: 0.875rem;"">Unter folgendem Link finden Sie eine Visualisierung der Verkehrszähldaten inkl. Visualisierung der Detailpläne: </span><a href=""https://www.stadt.sg.ch/home/mobilitaet-verkehr/verkehrspolitik/verkehrszaehlung/opendata_miv.html"" target=""_blank"">https://www.stadt.sg.ch/home/mobilitaet-verkehr/verkehrspolitik/verkehrszaehlung/opendata_miv.html</a></div><div><b style=""font-size: 0.875rem;""><br/></b></div><div><b style=""font-size: 0.875rem;"">Datenstruktur:</b><br/></div><ul><li><i>ORT-ID:</i> ID der Zählstelle</li><li><i>BEZEICHNUNG</i>: Name/Ort der Zählstelle</li><li><i>DATUM</i></li><li><i>WOCHENTAG</i></li><li><i>RI</i>: Richtungsnummer der Messung. Die Daten zeigen eine Zeile pro Richtungsnummer. Die Bedeutung der Richtungsnummer kann den Zählstellen-<a href=""https://daten.stadt.sg.ch/explore/dataset/detailplane-und-geokoordinaten-miv-zahlstellen-stadt-stgallen"" target=""_blank"">Detailplänen </a>entnommen werden.</li><li><i>1 - 24</i>: Uhrzeit (Stunde), wann die Anzahl Fahrzeuge gemessen wurde.<br/>Anmerkung: Durchgehende Nullen für eine spezifische Richtungsnummer bedeuten, dass diese Richtungsnummer für die entsprechende Zählstelle nicht gebraucht wird.</li><li><i>TAGESTOTAL: </i>Anzahl gemessene Fahrzeuge pro Richtung (=Summe 1-24)</li></ul>";Mobilität und Verkehr;MIV,Zählstellen,Auto,Verkehr,Zählung;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-12-05T13:45:03.684000+00:00;True;True;2023-12-05T13:45:03.684000+00:00;2023-12-05T13:45:03.762000+00:00;ch_80_3203;False;St. Gallen;Point;"{""coordinates"": [[[9.41795895807445, 47.44671173393726], [9.299545800313354, 47.44671173393726], [9.299545800313354, 47.40268817637116], [9.41795895807445, 47.40268817637116], [9.41795895807445, 47.44671173393726]]], ""type"": ""Polygon""}";Tiefbauamt, Stadt St.Gallen;https://www.stadt.sg.ch/home/mobilitaet-verkehr/verkehrspolitik/verkehrszaehlung.html;269601;;;;;;;False;;stgallen;2018,2019,2020,2021,2022;;opendata.swiss;verkehrszahlung-miv-stadt-stgallen
2023-08-15;2023-08-15;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fernwärmestrategie der Stadt St.Gallen (Hestia);"<p class=""MsoNormal""><font face=""Arial, sans-serif""><span style=""font-size: 13.3333px;"">Mit diesem Datenset ist es möglich, für jede Adresse das entsprechende Gebiet der städtischen Wärmeversorgungsstrategie sowie den voraussichtlichen Zeitpunkt der Einführung von Fernwärme (falls geplant) einzusehen. Die Daten umfassen die geplanten Ausbauphasen 3 und 4 </span></font><span style=""font-family: Arial, sans-serif; font-size: 10pt;"">der Fernwärme</span><span style=""font-size: 13.3333px; font-family: Arial, sans-serif;"">, über die voraussichtlich im November 2023 die städtische Stimmbevölkerung abstimmen wird.</span></p>";Raum und Umwelt;sgsw,Energy Hackdays,Wärmeversorgung,Gasversorgung;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-08-15T13:35:07+00:00;False;False;2023-08-21T14:57:56.453000+00:00;2023-12-28T07:50:48.454000+00:00;ch_80_3203;False;St. Gallen;Point;;St.Galler Stadtwerke (sgsw);;11007;;;;;;;False;;stgallen;;;opendata.swiss;hestia-fernwaermestrategie
;;Tiefbauamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;täglich;;real-time data;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Aktuelle Baustellen Stadt St.Gallen;Aufzeigen der aktuellen Baustellen auf dem städt. Gebiet;Mobilität und Verkehr;Baustellen,Verkehr;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T12:31:07+00:00;;;2024-03-20T05:30:22.681000+00:00;2024-03-20T05:30:22.811000+00:00;;;;MultiPolygon,Polygon;"{""coordinates"": [[[9.415683690458536, 47.44282148312777], [9.292312050238252, 47.44282148312777], [9.292312050238252, 47.40354468114674], [9.415683690458536, 47.40354468114674], [9.415683690458536, 47.44282148312777]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=Baustellen;47;;;;;;;False;;stgallen;;;opendata.swiss;aktuelle-baustellen
2023-07-04;2023-07-04;Rauminformationszentrum (RIZ), Stadt St.Gallen;;;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Parkplätze und Parkflächen der Stadt St.Gallen;Der Datensatz zeigt die öffentlichen Parkflächen in der Stadt St.Gallen.;Mobilität und Verkehr;Auto,parkieren,Parkplatz,Verkehr;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-07-05T12:08:13.255000+00:00;False;True;2023-07-05T12:08:13.255000+00:00;2024-02-29T14:26:18.258000+00:00;ch_80_3203;False;St. Gallen;Polygon;"{""coordinates"": [[[9.427419109269977, 47.449262430891395], [9.294176520779729, 47.449262430891395], [9.294176520779729, 47.39923001267016], [9.427419109269977, 47.39923001267016], [9.427419109269977, 47.449262430891395]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;;3232;;;;;;;False;;stgallen;;;opendata.swiss;ppv-parkflaeche
2021-09-17;2021-09-17;Eidgenössische Materialprüfungs- und Forschungsanstalt EMPA;OGD-Koordinationsstelle St.Gallen;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;keine Aktualisierung vorgesehen;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Material- und Energieflüsse Schweiz und St.Gallen (EMPA MATCH) Synthese 2020 Entsorgungswege (Tonnen & CO2eq);"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Der Datensatz zeigt die Material- und Energieflüsse der Entsorgungswege der Schweiz aus dem MatCH Synthesebericht der Eidgenössische Materialprüfungs- und Forschungsanstalt (EMPA), in dem u.a. die Umweltbelastung (Tonnen &amp; CO2) der Wirtschaftssektoren berechnet wird.</p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Der Datensatz wurde aus dem Synthesebericht 2018 erstellt und für die <a href=""https://energydatahackdays.ch/#c2391_self"" target=""_blank"">Energy Hackdays 2021</a> aufbereitet. Daraus entstand eine Anwendung zum Thema ""Klimaneutrale Städte"". Mehr Infos dazu: <a href=""https://energydatahackdays.ch/#c2391_self"" style=""color: rgb(35, 82, 124); text-decoration: underline; outline: 0px;"" target=""_blank"">https://hack.opendata.ch/project/745</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Mehr Infos zum Projekt MatCH und zu den verschiedenen Berichten finden Sie unter folgenden Ressourcen:<br/><a href=""https://www.empa.ch/web/s506/care-project-match"" target=""_blank"">MatCH Projekt Informationen</a><br/><a href=""https://www.empa.ch/documents/56122/728861/MatCH_Synthese_Bericht/22c48930-bc8e-4ebc-b899-6e189be39667"" style=""background-color: rgb(255, 255, 255); font-size: 0.875rem;"" target=""_blank"">Bericht - Synthesis: The Swiss Economy</a><br/><a href=""https://www.empa.ch/documents/56122/728861/MatCH_Bericht_Bau_v8_161017.pdf/3a733b91-ab69-43cd-ad81-2b6817716eff"" style=""background-color: rgb(255, 255, 255); font-size: 0.875rem;"" target=""_blank"">Bericht - Building sector</a><span style=""font-family: inherit; font-size: 0.875rem;""> <br/></span><a href=""https://www.empa.ch/documents/56122/728861/MatCH_Mobilitaet_Bericht_170913.pdf/96d1cb72-fdf1-4f0a-af24-214d5e0a452a"" style=""background-color: rgb(255, 255, 255); font-size: 0.875rem;"" target=""_blank"">Bericht - Mobility sector</a><br/><a href=""https://www.empa.ch/documents/56122/728861/MatCH_ProduktionKonsum_Bericht_181024.pdf/ef576a3a-fcfa-4f58-9b21-1f05ff82efbd"" style=""background-color: rgb(255, 255, 255); font-size: 0.875rem;"" target=""_blank"">Bericht - Production and consumption sector</a></p>";Energie,Bau- und Wohnungswesen,Industrie, Dienstleistungen,Raum und Umwelt,Mobilität und Verkehr,Volkswirtschaft;Entsorgung,Material,Umweltbelastung,CO2,Sektor,Energy Hackdays;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2021-09-17T13:42:14+00:00;False;False;2021-09-23T07:49:37.763000+00:00;2023-12-05T13:52:24.168000+00:00;ch_80_3203;True;St. Gallen;;;Eidgenössische Materialprüfungs- und Forschungsanstalt EMPA;https://www.empa.ch/web/s506/care-project-match;285;;;;;;;False;;stgallen;2018;;opendata.swiss;empa-match-synthese-2020-entsorgungswege-tonnen-co2
;;Stadt St.Gallen, Geomatik und Vermessung;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Wohnviertel der Stadt St.Gallen (Statistische Quartiere);Wohnviertel;Raum und Umwelt,Statistische Grundlagen;Quartiere,Stadtteil,Viertel,Statistik,Stadtkreis;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T12:31:03+00:00;;;2024-03-20T05:31:04.602000+00:00;2024-03-20T05:31:04.726000+00:00;;;;Polygon;"{""coordinates"": [[[9.435247471556067, 47.45307338889688], [9.291513757780194, 47.45307338889688], [9.291513757780194, 47.39515489898622], [9.435247471556067, 47.39515489898622], [9.435247471556067, 47.45307338889688]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=Wohnviertel;31;;;;;;;False;;stgallen;;;opendata.swiss;wohnviertel
